idNFT,urlNFT,imageNFT,nameNFT,salesNFT,volumnNFT,changeNFT,floorPriceNFT,gateway,datetime
21,https://opensea.io/collection/the-grapes,https://i.seadn.io/gcs/files/39d91be7a3328d2c4655cdf39a08dc71.gif?auto=format&dpr=1&w=3840,The Grapes,137,231 ETH,-44%,1.70 ETH,opensea,22/12/2023
22,https://opensea.io/collection/skyborne-genesisimmortals,https://i.seadn.io/gcs/files/65b163eaee2f95a2c25bfbd9f2c898ca.gif?auto=format&dpr=1&w=3840,Skyborne - Genesis Immortals,113,14 ETH,-4%,0.13 ETH,opensea,22/12/2023
23,https://opensea.io/collection/skyborne-nexiangems,https://i.seadn.io/gcs/files/fbefa1b41f7883f332c66288c3661813.gif?auto=format&dpr=1&w=3840,Skyborne - Nexian Gems,106,107 ETH,31%,1.30 ETH,opensea,22/12/2023
24,https://opensea.io/collection/sugartownoras,https://i.seadn.io/s/raw/files/045932f79c3036c05c3899651dd39a1c.png?auto=format&dpr=1&w=3840,Sugartown Oras by Zynga,98,53 ETH,85%,0.50 ETH,opensea,22/12/2023
25,https://opensea.io/collection/beanzofficial,https://i.seadn.io/gae/_R4fuC4QGYd14-KwX2bD1wf-AWjDF2VMabfqWFJhIgiN2FnAUpnD5PLdJORrhQ8gly7KcjhQZZpuzYVPF7CDSzsqmDh97z84j2On?auto=format&dpr=1&w=3840,BEANZ Official,98,42 ETH,68%,0.43 ETH,opensea,22/12/2023
26,https://opensea.io/collection/yogapetz,https://i.seadn.io/gcs/files/245b32abea15dd17e8855013538fd136.png?auto=format&dpr=1&w=3840,Yogapetz,92,71 ETH,-17%,0.73 ETH,opensea,22/12/2023
27,https://opensea.io/collection/rtfkt-animus-egg,https://i.seadn.io/gcs/files/44e8866f6b904542b7bb59dc12af64f2.gif?auto=format&dpr=1&w=3840,RTFKT Animus Egg 🥚,90,28 ETH,534%,0.40 ETH,opensea,22/12/2023
28,https://opensea.io/collection/ultiverse-electric-sheep,https://i.seadn.io/gcs/files/a3f8c2e59c4d856dae07579ccdbbda3e.gif?auto=format&dpr=1&w=3840,Ultiverse - Electric Sheep,84,139 ETH,92%,1.85 ETH,opensea,22/12/2023
29,https://opensea.io/collection/azukielementals,https://i.seadn.io/gcs/files/bbaf43ee4a02d5affb7e8fc186d0bdb5.png?auto=format&dpr=1&w=3840,Azuki Elementals,78,42 ETH,57%,0.58 ETH,opensea,22/12/2023
30,https://opensea.io/collection/efesspacenation,https://i.seadn.io/s/raw/files/ee227808ab0b242b3c7f9438929f30c2.jpg?auto=format&dpr=1&w=3840,Enforcer Founder Edition Spaceship,75,15 ETH,338%,0.28 ETH,opensea,22/12/2023
31,https://opensea.io/collection/otherdeed-expanded,https://i.seadn.io/gcs/files/9583ab4792a83cd81d5075b59514a34a.png?auto=format&dpr=1&w=3840,Otherdeed Expanded,68,33 ETH,162%,0.31 ETH,opensea,22/12/2023
32,https://opensea.io/collection/opepen-edition,https://i.seadn.io/gcs/files/b1c9ed2e584b4f6e418bf1ca15311844.jpg?auto=format&dpr=1&w=3840,Opepen Edition,66,32 ETH,-20%,0.39 ETH,opensea,22/12/2023
33,https://opensea.io/collection/genuine-undead,https://i.seadn.io/gcs/files/1eb8d685d4e404c9b1177dfe14c2c9e0.png?auto=format&dpr=1&w=3840,Genuine Undead,64,12 ETH,-21%,0.13 ETH,opensea,22/12/2023
34,https://opensea.io/collection/pudgypenguins,https://i.seadn.io/gae/yNi-XdGxsgQCPpqSio4o31ygAV6wURdIdInWRcFIl46UjUQ1eV7BEndGe8L661OoG-clRi7EgInLX4LPu9Jfw4fq0bnVYHqg7RFi?auto=format&dpr=1&w=3840,Pudgy Penguins,61,657 ETH,12%,10.95 ETH,opensea,22/12/2023
35,https://opensea.io/collection/trademark-by-jack-butcher,https://i.seadn.io/s/raw/files/76978409238f7da640912e64ad4574a5.png?auto=format&dpr=1&w=3840,Trademark by Jack Butcher,58,8 ETH,-29%,0.12 ETH,opensea,22/12/2023
36,https://opensea.io/collection/w-rabbit,https://i.seadn.io/s/raw/files/db9fed8cca881d54c9edb49320b67910.png?auto=format&dpr=1&w=3840,THE WHITE RABBIT,57,9 ETH,3%,0.02 ETH,opensea,22/12/2023
37,https://opensea.io/collection/trainersgen1,https://i.seadn.io/gcs/files/9b9979a9e40659c788d66fd2ed2749e3.png?auto=format&dpr=1&w=3840,Pixelmon Trainers - Generation 1,54,25 ETH,414%,0.50 ETH,opensea,22/12/2023
38,https://opensea.io/collection/lumiparadox,https://i.seadn.io/s/raw/files/9838e7aab1dfdd536a326660ae47aa38.png?auto=format&dpr=1&w=3840,Lumi Paradox,52,6 ETH,171%,0.13 ETH,opensea,22/12/2023
39,https://opensea.io/collection/mavia-land,https://i.seadn.io/gcs/files/af3f8275c2b4fde9aa5c964584186144.gif?auto=format&dpr=1&w=3840,Mavia Land,51,45 ETH,1335%,0.80 ETH,opensea,22/12/2023
40,https://opensea.io/collection/project-aeon,https://i.seadn.io/s/raw/files/5bfdfb6f0307ee8efa28bcba6b620c1e.png?auto=format&dpr=1&w=3840,Project AEON,49,6 ETH,-79%,0.15 ETH,opensea,22/12/2023
41,https://opensea.io/collection/vendetta-frontier-pass,https://i.seadn.io/s/raw/files/e4ca6a5fa908291ce489926fb25c924f.png?auto=format&dpr=1&w=3840,Vendetta Frontier Pass,48,16 ETH,-19%,0.36 ETH,opensea,22/12/2023
42,https://opensea.io/collection/mintifygenesis,https://i.seadn.io/gcs/files/2a2daa1fb60cd94fd629cc0c68e4a3ca.png?auto=format&dpr=1&w=3840,Mintify Genesis,48,7 ETH,54%,0.09 ETH,opensea,22/12/2023
43,https://opensea.io/collection/pixelmongen1,https://i.seadn.io/gcs/files/9b9979a9e40659c788d66fd2ed2749e3.png?auto=format&dpr=1&w=3840,Pixelmon - Generation 1,47,121 ETH,37%,2.06 ETH,opensea,22/12/2023
44,https://opensea.io/collection/milady,https://i.seadn.io/gae/a_frplnavZA9g4vN3SexO5rrtaBX_cBTaJYcgrPtwQIqPhzgzUendQxiwUdr51CGPE2QyPEa1DHnkW1wLrHAv5DgfC3BP-CWpFq6BA?auto=format&dpr=1&w=3840,Milady Maker,47,118 ETH,23%,2.65 ETH,opensea,22/12/2023
45,https://opensea.io/collection/hv-mtl,https://i.seadn.io/gcs/files/82a7f92df6d60e41327b69cdafea8831.jpg?auto=format&dpr=1&w=3840,HV-MTL,45,11 ETH,-56%,0.23 ETH,opensea,22/12/2023
46,https://opensea.io/collection/sproto-gremlins,https://i.seadn.io/gcs/files/8a1b2a16ab83828fe3164cbc1da63cb3.gif?auto=format&dpr=1&w=3840,Sproto Gremlins,43,26 ETH,53%,0.69 ETH,opensea,22/12/2023
47,https://opensea.io/collection/remilio-babies,https://i.seadn.io/gcs/files/9d6168e731afd02d5e878eb03876cfd4.gif?auto=format&dpr=1&w=3840,Redacted Remilio Babies,43,21 ETH,-18%,0.53 ETH,opensea,22/12/2023
48,https://opensea.io/collection/unitedplanets,https://i.seadn.io/s/raw/files/073e59ea0c32b37bc8ad81927d57acd9.png?auto=format&dpr=1&w=3840,MetaHero: United Planets,42,8 ETH,77%,0.03 ETH,opensea,22/12/2023
49,https://opensea.io/collection/pixels-farm,https://i.seadn.io/gcs/files/39bc09683242af3e70535579f36ddfd9.png?auto=format&dpr=1&w=3840,Pixels - Farm Land,41,79 ETH,-27%,1.94 ETH,opensea,22/12/2023
50,https://opensea.io/collection/meebits,https://i.seadn.io/gcs/files/2d036c8c2bed042a1588622c3173677f.png?auto=format&dpr=1&w=3840,Meebits,40,49 ETH,202%,1.35 ETH,opensea,22/12/2023
51,https://opensea.io/collection/imaginary-rides,https://i.seadn.io/gcs/files/37267b1473ce951a826e15b46430508d.gif?auto=format&dpr=1&w=3840,Imaginary Rides,40,6 ETH,39%,0.14 ETH,opensea,22/12/2023
52,https://opensea.io/collection/delabsadventurepass,https://i.seadn.io/gcs/files/b74fe2d9830851a8970b8ac63a4479e1.png?auto=format&dpr=1&w=3840,Delabs Adventure Pass Official,38,7 ETH,433%,0.20 ETH,opensea,22/12/2023
53,https://opensea.io/collection/otherdeed,https://i.seadn.io/gae/yIm-M5-BpSDdTEIJRt5D6xphizhIdozXjqSITgK4phWq7MmAU3qE7Nw7POGCiPGyhtJ3ZFP8iJ29TFl-RLcGBWX5qI4-ZcnCPcsY4zI?auto=format&dpr=1&w=3840,Otherdeed for Otherside,36,28 ETH,-11%,0.57 ETH,opensea,22/12/2023
54,https://opensea.io/collection/piratenation,https://i.seadn.io/gcs/files/9dd5c3df43bcd0861cead11bc988ce3d.gif?auto=format&dpr=1&w=3840,Pirate Nation - Founder's Pirates,36,13 ETH,64%,0.37 ETH,opensea,22/12/2023
55,https://opensea.io/collection/doodles-official,https://i.seadn.io/s/raw/files/c91c80bd4e7e8d9c01ae4cbd87c54cd7.png?auto=format&dpr=1&w=3840,Doodles Original Collection,34,63 ETH,94%,1.90 ETH,opensea,22/12/2023
56,https://opensea.io/collection/azragames-thehopeful,https://i.seadn.io/gcs/files/32469815c1d8c3cbec6541f35d991adc.gif?auto=format&dpr=1&w=3840,Azra Games - The Hopeful,34,25 ETH,221%,0.77 ETH,opensea,22/12/2023
57,https://opensea.io/collection/super-cool-world,https://i.seadn.io/gcs/files/8d9f9dc8ed913e52052301f0d59515e8.png?auto=format&dpr=1&w=3840,Nina's Super Cool World,33,7 ETH,969%,0.27 ETH,opensea,22/12/2023
58,https://opensea.io/collection/nakamigos,https://i.seadn.io/gcs/files/1619b033c453fe36c5d9e2ac451379a7.png?auto=format&dpr=1&w=3840,Nakamigos,32,7 ETH,-7%,0.17 ETH,opensea,22/12/2023
59,https://opensea.io/collection/shrapnel-operators-collection,https://i.seadn.io/gae/N-0Ykz_InP31IMCnBV4gXAjPfXbkoOmENXGZjKRdK6mo2dO-hRcAHHPyQ-oBLcQMgWwzmh06GHeJ5U0yib3IDE9ekrvVc_-qlOWK?auto=format&dpr=1&w=3840,Shrapnel Operators Collection,30,9 ETH,-70%,0.27 ETH,opensea,22/12/2023
60,https://opensea.io/collection/ens,https://i.seadn.io/gae/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ?auto=format&dpr=1&w=3840,ENS: Ethereum Name Service,30,8 ETH,-31%,< 0.01 ETH,opensea,22/12/2023
61,https://opensea.io/collection/otherside-vessels,https://i.seadn.io/gcs/files/8646d6116bb3f59822dc98f108d61f18.png?auto=format&dpr=1&w=3840,Otherside Vessels,30,7 ETH,-44%,0.20 ETH,opensea,22/12/2023
62,https://opensea.io/collection/commongroundworld,https://i.seadn.io/s/raw/files/d58194984b7896db137bf4c0b96a6cd6.jpg?auto=format&dpr=1&w=3840,Common Ground World,29,8 ETH,248%,< 0.01 ETH,opensea,22/12/2023
63,https://opensea.io/collection/overworld-incarna,https://i.seadn.io/s/raw/files/d67e16753135e677c05077781003de5b.jpg?auto=format&dpr=1&w=3840,OVERWORLD INCARNA,28,64 ETH,-64%,2.30 ETH,opensea,22/12/2023
64,https://opensea.io/collection/akidcalledbeast,https://i.seadn.io/gcs/files/48e81fed9fa93c77c004f8013c6cf268.png?auto=format&dpr=1&w=3840,a KID called BEAST,28,8 ETH,73%,0.28 ETH,opensea,22/12/2023
65,https://opensea.io/collection/bored-ape-kennel-club,https://i.seadn.io/gcs/files/c4dfc6be4d9c5d4f073de2efe181416a.jpg?auto=format&dpr=1&w=3840,Bored Ape Kennel Club,27,42 ETH,28%,1.62 ETH,opensea,22/12/2023
66,https://opensea.io/collection/io-imaginary-ones,https://i.seadn.io/gae/NrS4UlK9ZqH2GuH_faBRtH2RIlsHHy3h9OmFpN46S1Y2gH6F3cBgZxZpJ-iuTdFZWsX2MaHNXaigXLaWtgp3zx4SrPDlD0CGj2L2Zs4?auto=format&dpr=1&w=3840,IO: Imaginary Ones,27,30 ETH,133%,1.35 ETH,opensea,22/12/2023
67,https://opensea.io/collection/vv-checks-originals,https://i.seadn.io/gcs/files/86ce94827a5e991b18f382577fd00281.png?auto=format&dpr=1&w=3840,Checks - VV Originals,26,11 ETH,146%,0.28 ETH,opensea,22/12/2023
68,https://opensea.io/collection/fluf,https://i.seadn.io/gcs/files/eae1fd3d26c6558ec5bba12c8aa29bd7.png?auto=format&dpr=1&w=3840,FLUF World,24,20 ETH,114%,0.84 ETH,opensea,22/12/2023
69,https://opensea.io/collection/the-mounts-of-seedworld,https://i.seadn.io/gcs/files/1f42990afaf9bfeb6ef981b16ae1ca8f.jpg?auto=format&dpr=1&w=3840,The Mounts of Seedworld,24,14 ETH,125%,0.64 ETH,opensea,22/12/2023
70,https://opensea.io/collection/renga,https://i.seadn.io/gcs/files/f3b11e36be14a5d31c75b19d03996fed.gif?auto=format&dpr=1&w=3840,RENGA,24,5 ETH,17%,0.21 ETH,opensea,22/12/2023
71,https://opensea.io/collection/cool-cats-nft,https://i.seadn.io/gae/LIov33kogXOK4XZd2ESj29sqm_Hww5JSdO7AFn5wjt8xgnJJ0UpNV9yITqxra3s_LMEW1AnnrgOVB_hDpjJRA1uF4skI5Sdi_9rULi8?auto=format&dpr=1&w=3840,Cool Cats,23,21 ETH,-14%,0.89 ETH,opensea,22/12/2023
72,https://opensea.io/collection/vv-checks,https://i.seadn.io/gcs/files/864dce41a43d14e0c083ad9434cb8261.png?auto=format&dpr=1&w=3840,Checks - VV Edition,21,10 ETH,7%,0.53 ETH,opensea,22/12/2023
73,https://opensea.io/collection/rektguy,https://i.seadn.io/gcs/files/0d5f1b200a067938f507cbe12bbbabc2.jpg?auto=format&dpr=1&w=3840,rektguy,21,9 ETH,29%,0.40 ETH,opensea,22/12/2023
74,https://opensea.io/collection/sandbox,https://i.seadn.io/gae/SXH8tW1siikB80rwCRnjm1a5xM_MwTg9Xl9Db6mioIk9HIlDM09pVoSR7GKJgS6ulSUpgW9BDtMk_ePX_NKgO9A?auto=format&dpr=1&w=3840,The Sandbox,21,6 ETH,-42%,0.29 ETH,opensea,22/12/2023
75,https://opensea.io/collection/genesis-creepz,https://i.seadn.io/gcs/files/13f3b6e7226f54d739ad8c3ed838802b.png?auto=format&dpr=1&w=3840,Creepz by OVERLORD,20,59 ETH,-72%,3 ETH,opensea,22/12/2023
76,https://opensea.io/collection/kanpai-pandas,https://i.seadn.io/gcs/files/74096ecd2c3119eca2bf0f59a3921455.gif?auto=format&dpr=1&w=3840,Kanpai Pandas,20,29 ETH,9%,1.55 ETH,opensea,22/12/2023
77,https://opensea.io/collection/spellborne-apartments,https://i.seadn.io/s/raw/files/01240866ed4bf277e123705fdc0d7540.png?auto=format&dpr=1&w=3840,Spellborne Apartments,19,6 ETH,585%,0.33 ETH,opensea,22/12/2023
78,https://opensea.io/collection/cryptoadz-by-gremplin,https://i.seadn.io/gae/iofetZEyiEIGcNyJKpbOafb_efJyeo7QOYnTog8qcQJhqoBU-Vu9l3lXidZhXOAdu6dj4fzWW6BZDU5vLseC-K03rMMu-_j2LvwcbHo?auto=format&dpr=1&w=3840,CrypToadz by GREMPLIN,18,18 ETH,323%,0.84 ETH,opensea,22/12/2023
79,https://opensea.io/collection/parallel-avatars,https://i.seadn.io/gcs/files/f77f0f2cc27dd427c69c68e81bfb0b97.gif?auto=format&dpr=1&w=3840,Parallel Avatars,18,16 ETH,133%,1.00 ETH,opensea,22/12/2023
80,https://opensea.io/collection/kubz,https://i.seadn.io/gcs/files/820d812a78a8d20c544aba019feb4db2.png?auto=format&dpr=1&w=3840,Kubz,18,6 ETH,-31%,0.39 ETH,opensea,22/12/2023
81,https://opensea.io/collection/mittaria-genesis,https://i.seadn.io/gcs/files/a1eaa1c8aade72050b9f1198cbe5e215.png?auto=format&dpr=1&w=3840,Mittaria Genesis,17,19 ETH,-83%,1.12 ETH,opensea,22/12/2023
82,https://opensea.io/collection/0n1-force,https://i.seadn.io/gae/7gOej3SUvqALR-qkqL_ApAt97SpUKQOZQe88p8jPjeiDDcqITesbAdsLcWlsIg8oh7SRrTpUPfPlm12lb4xDahgP2h32pQQYCsuOM_s?auto=format&dpr=1&w=3840,0N1 Force,17,16 ETH,18%,0.80 ETH,opensea,22/12/2023
83,https://opensea.io/collection/elev8-member-pass,https://i.seadn.io/gcs/files/480e9dfde1e6fe8f73453384ae0be838.png?auto=format&dpr=1&w=3840,Elev8 Member Pass,17,7 ETH,219%,0.64 ETH,opensea,22/12/2023
84,https://opensea.io/collection/genesis-bakers,https://i.seadn.io/gcs/files/5cb8d1af1bef2ef644f7239ecadafaaa.gif?auto=format&dpr=1&w=3840,The Bakery Genesis,17,7 ETH,1080%,0.52 ETH,opensea,22/12/2023
85,https://opensea.io/collection/sft-genesis-pass,https://i.seadn.io/gcs/files/076759abbc078315cd77b947fba66b87.png?auto=format&dpr=1&w=3840,San FranTokyo Genesis Pass,16,11 ETH,-71%,0.63 ETH,opensea,22/12/2023
86,https://opensea.io/collection/sappy-seals,https://i.seadn.io/gcs/files/11570389cac190891fea96fe285cbf01.png?auto=format&dpr=1&w=3840,Sappy Seals,16,10 ETH,-5%,0.60 ETH,opensea,22/12/2023
87,https://opensea.io/collection/mypethooligan,https://i.seadn.io/gae/aITOppXWvfLhdRq4gUL5kkQ2Li0ljfWOAveam2wQy_znEa7WWI7Ci1mbSE6-DIVQl1MNxuAaYWx2wsVAv_IU7PpL-DfWWrZ60Tv6fw?auto=format&dpr=1&w=3840,My Pet Hooligan,15,14 ETH,27%,0.92 ETH,opensea,22/12/2023
88,https://opensea.io/collection/neotokyo-outer-citizens,https://i.seadn.io/gcs/files/827bae7c89a17abddfd7b831461a3213.png?auto=format&dpr=1&w=3840,Neo Tokyo Outer Citizens,14,32 ETH,158%,2.45 ETH,opensea,22/12/2023
89,https://opensea.io/collection/boredapeyachtclub,https://i.seadn.io/gae/Ju9CkWtV-1Okvf45wo8UctR-M9He2PjILP0oOvxE89AyiPPGtrR3gysu1Zgy0hjd2xKIgjJJtWIc0ybj4Vd7wv8t3pxDGHoJBzDB?auto=format&dpr=1&w=3840,Bored Ape Yacht Club,13,339 ETH,15%,26.98 ETH,opensea,22/12/2023
90,https://opensea.io/collection/seedworld-vanguards-seed-pod,https://i.seadn.io/gcs/files/1f42990afaf9bfeb6ef981b16ae1ca8f.jpg?auto=format&dpr=1&w=3840,Seedworld Vanguards / Seed Pod,13,7 ETH,716%,0.65 ETH,opensea,22/12/2023
91,https://opensea.io/collection/wassiesbywassies,https://i.seadn.io/gae/ju6vDR0sbEvqT0bAb4QPEzYMzpReEllDZ5MlICtxqJu76G5UrZ0cT-w6X3Mzf9e8KXZXJGNIyXGDRAoL-qlaApiJsj27ZdbOY5VvCA?auto=format&dpr=1&w=3840,Wassies by Wassies,13,6 ETH,-60%,0.44 ETH,opensea,22/12/2023
92,https://opensea.io/collection/oh-ottie,https://i.seadn.io/gcs/files/b00ac40b1be4c491b46a65a98fa21480.gif?auto=format&dpr=1&w=3840,Oh Ottie!,12,17 ETH,-24%,1.60 ETH,opensea,22/12/2023
93,https://opensea.io/collection/wade-official,https://i.seadn.io/gcs/files/c02100c5abbd7ebbfc0a1a27d2bb4fb3.gif?auto=format&dpr=1&w=3840,WADE Friends & Family Official,12,17 ETH,105%,1.64 ETH,opensea,22/12/2023
94,https://opensea.io/collection/terraforms,https://i.seadn.io/gcs/files/8987b795655076fdf8183a7daee3754a.gif?auto=format&dpr=1&w=3840,Terraforms by Mathcastles,12,16 ETH,-57%,1.49 ETH,opensea,22/12/2023
95,https://opensea.io/collection/pgfusion,https://i.seadn.io/gcs/files/68b7d7d0f50e8e9dd6218c871dfa24b5.png?auto=format&dpr=1&w=3840,PG: Fusion,12,12 ETH,1155%,1.23 ETH,opensea,22/12/2023
96,https://opensea.io/collection/theplooshies,https://i.seadn.io/gcs/files/21c3433caf7b08c857043d2a5ede0870.gif?auto=format&dpr=1&w=3840,The Plooshies,12,5 ETH,1486%,0.42 ETH,opensea,22/12/2023
97,https://opensea.io/collection/veefriends,https://i.seadn.io/gae/5y-UCAXiNOFXH551w5bWdZEYOCdHPwbqmcKb-xa3uVQEjQgxvih3HtZWSmzqDqd0uk7kIqFrZhw32Gt6xPBFg4t_n9BKhpou-dwnOg?auto=format&dpr=1&w=3840,VeeFriends,11,17 ETH,121%,1.54 ETH,opensea,22/12/2023
98,https://opensea.io/collection/azukielementalbeans,https://i.seadn.io/gcs/files/f3a499dc27479c0c0fd6aaa3f6581561.gif?auto=format&dpr=1&w=3840,Azuki Elemental Beans,11,7 ETH,-42%,0.76 ETH,opensea,22/12/2023
99,https://opensea.io/collection/projectgodjiragenesis,https://i.seadn.io/gcs/files/8c8221b74cdcf6d8e588bf07216657ba.gif?auto=format&dpr=1&w=3840,PG: GENESIS,10,72 ETH,1340%,11.11 ETH,opensea,22/12/2023
100,https://opensea.io/collection/quirkiesoriginals,https://i.seadn.io/gcs/files/9fbc41e66c3fa82e0906c206e64a2d88.png?auto=format&dpr=1&w=3840,Quirkies Originals,10,16 ETH,302%,0.74 ETH,opensea,22/12/2023
