idNFT,urlNFT,imageNFT,nameNFT,salesNFT,volumnNFT,changeNFT,floorPriceNFT,gateway,datetime
91,https://opensea.io/collection/habbo-avatars,https://i.seadn.io/gae/DL0wRno1hjuLgSuHKXrCobkRIswiN7C6daCJJUt-jl5t2kF8Lp-R4w6bgma9aNNGcttljZgCAZqXE8or3XiXNwYwjCeMVCrDLtPz41U?auto=format&dpr=1&w=3840,Habbo Avatars,132,16 ETH,101%,0.15 ETH,opensea,12/12/2023
92,https://opensea.io/collection/sofa-maker,https://i.seadn.io/s/raw/files/27739eb74ab600dcecae22b22115c1bc.gif?auto=format&dpr=1&w=3840,Sofa Maker,131,14 ETH,-53%,0.10 ETH,opensea,12/12/2023
93,https://opensea.io/collection/renga,https://i.seadn.io/gcs/files/f3b11e36be14a5d31c75b19d03996fed.gif?auto=format&dpr=1&w=3840,RENGA,131,31 ETH,-22%,0.22 ETH,opensea,12/12/2023
94,https://opensea.io/collection/blips-official,https://i.seadn.io/gcs/files/d8a155671eea6515038db93ed9f98c68.png?auto=format&dpr=1&w=3840,Blips,129,24 ETH,11%,0.19 ETH,opensea,12/12/2023
95,https://opensea.io/collection/alts-by-adidas,https://i.seadn.io/gcs/files/119fcea535a848d3440322cf94bf77e6.jpg?auto=format&dpr=1&w=3840,ALTS by adidas,128,13 ETH,-25%,0.10 ETH,opensea,12/12/2023
96,https://opensea.io/collection/ruggenesis-nft,https://i.seadn.io/gae/I4Jd-ET3UY7eKLYeC7WxrmJTsyxrsXHG0Zg_Yqif0vpFhO9oA6fMdzHX6ze0g4nzSFsjP7RZSyDMPUdeuJxDCjPx9moPzPJkqeVBeco?auto=format&dpr=1&w=3840,Rug Radio - Genesis NFT,127,22 ETH,-85%,0.16 ETH,opensea,12/12/2023
97,https://opensea.io/collection/oh-ottie,https://i.seadn.io/gcs/files/b00ac40b1be4c491b46a65a98fa21480.gif?auto=format&dpr=1&w=3840,Oh Ottie!,126,140 ETH,266%,1.39 ETH,opensea,12/12/2023
98,https://opensea.io/collection/treeverse-plots,https://i.seadn.io/gcs/files/13d771dac2ff1944a8446ddeb5f32f44.jpg?auto=format&dpr=1&w=3840,Treeverse Plots,126,88 ETH,-69%,0.70 ETH,opensea,12/12/2023
99,https://opensea.io/collection/mintifygenesis,https://i.seadn.io/gcs/files/2a2daa1fb60cd94fd629cc0c68e4a3ca.png?auto=format&dpr=1&w=3840,Mintify Genesis,125,12 ETH,-73%,0.08 ETH,opensea,12/12/2023
100,https://opensea.io/collection/degentoonz-collection,https://i.seadn.io/gcs/files/d9cc277755d7e8e56cfe7c9875fa8955.png?auto=format&dpr=1&w=3840,DEGEN TOONZ,123,19 ETH,325%,0.16 ETH,opensea,12/12/2023
