"idNFT","urlNFT","imageNFT","nameNFT","salesNFT","volumnNFT","changeNFT","floorPriceNFT"
"57","https://www.binance.com/vi/nft/collection/otherdeed-for-otherside-641881071684722689?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667801173679_6osf0fmr4zgqsgotq5zt40pzdm8njn3g_64x64.webp","Otherdeed for Otherside","3,036","49.95 ETH","+9.54","0.59 ETH"
"58","https://www.binance.com/vi/nft/collection/bored-ape-kennel-club-641881108745592833?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667801182515_w2evj8h6omdvfgozzfyru7oqwpfjr3tm_64x64.webp","Bored Ape Kennel Club","5,117","63 ETH","+98.74","1.64 ETH"
"59","https://www.binance.com/vi/nft/collection/renga-640789951180509185?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667541030366_d35qwj7v9lp5ybyp240ud5a5r5gnqjr8_64x64.webp","RENGA","2,929","9.01 ETH","+160.02","0.21 ETH"
"60","https://www.binance.com/vi/nft/collection/redacted-remilio-babies-668643429774356481?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1678261197262_an96jigwq039okugxmqdh4gjlqyrz9ch_64x64.webp","Redacted Remilio Babies","2,555","20.15 ETH","+37.31","0.54 ETH"
"61","https://www.binance.com/vi/nft/collection/clone-x--x-takashi-murakami-533652760429920257?isBack=1","https://public.nftstatic.com/static/nft/webp/b8b7c6ac4743492db019ce26f7347462_64x64.webp","CLONE X - X TAKASHI MURAKAMI","9,655","53.95 ETH","-41.74","1.31 ETH"
"62","https://www.binance.com/vi/nft/collection/pixelmon--generation-1-657544850517258241?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1671538727863_qtij3ornjpwcekfcj5scq96jy0fgctoy_64x64.webp","Pixelmon - Generation 1","2,613","68.56 ETH","-60.85","1.91 ETH"
"63","https://www.binance.com/vi/nft/collection/beanz-official-641881145226350593?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667801191325_338ee699dzk7uo3meez6rkttidw9tvfc_64x64.webp","BEANZ Official","7,668","15.81 ETH","-15.17","0.4 ETH"
"64","https://www.binance.com/vi/nft/collection/nakamigos-690968054768242689?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1679504422444_vjcv41ljfw58vjy9hkcyarbkxjus3u2d_64x64.webp","Nakamigos","5,582","7.09 ETH","+8.24","0.18 ETH"
"65","https://www.binance.com/vi/nft/collection/otherdeed-expanded-696173597875834881?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680745570357_kwuoqkwgcwdqu2fobh7erh298y7lz43m_64x64.webp","Otherdeed Expanded","12,628","22.97 ETH","-37.07","0.3 ETH"
"66","https://www.binance.com/vi/nft/collection/a-kid-called-beast-667186301852073985?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1673834410745_8lovx1dxjo5q5cj04jt4ibuzkvhnbujw_64x64.webp","a KID called BEAST","3,356","10.19 ETH","+129.86","0.3 ETH"
"67","https://www.binance.com/vi/nft/collection/san-frantokyo-genesis-pass-746145329058648065?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1692659770288_1qoqg5x4vge5rq6jrx1brcxj5es1nh9g_64x64.webp","San FranTokyo Genesis Pass","554","14.81 ETH","+39.47","0.49 ETH"
"68","https://www.binance.com/vi/nft/collection/doodles-533647159874920449?isBack=1","https://public.nftstatic.com/static/nft/webp/40d30afcdd6a49939e89bb124e4cf85c_64x64.webp","Doodles","5,536","55.29 ETH","-31.73","1.9 ETH"
"69","https://www.binance.com/vi/nft/collection/genuine-undead-640795709716135937?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667877189894_u7ygmd1rdggcybdliw5v3xjmr4q9c7lk_64x64.webp","Genuine Undead","2,862","3.49 ETH","+5.52","0.09 ETH"
"70","https://www.binance.com/vi/nft/collection/hero-galaxy-heroes-641541703451414529?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667720262048_qyz774xyecjbwf6od2zanspc8sp2ikv8_64x64.webp","Hero Galaxy: Heroes","--","1.2 ETH","+1,498.57","< 0.01 ETH"
"71","https://www.binance.com/vi/nft/collection/hvmtl-688529436169109505?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1678923010526_splge3rvc3uwgok6mvdm56xog6e42fg3_64x64.webp","HV-MTL","8,494","7 ETH","+130.71","0.19 ETH"
"72","https://www.binance.com/vi/nft/collection/everai-heroes-duo-640794975471181825?isBack=1","https://public.nftstatic.com/static/nft/res/nft-cex/S3/1667542228225_g77pkncsutlryacuizq5be9crn8b23zt.webp","Everai Heroes: Duo","--","3.84 ETH","-33.01","< 0.01 ETH"
"73","https://www.binance.com/vi/nft/collection/cool-cats-nft-619803992157577216?isBack=1","https://public.nftstatic.com/static/nft/webp/d1591836d6d44daf80b61960cda79893_64x64.webp","Cool Cats NFT","5,635","25 ETH","+125.47","1.06 ETH"
"74","https://www.binance.com/vi/nft/collection/checks--vv-edition-667186315421179905?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1673834413975_66tumrmx9me89vhy57veg2l1w5qf49fu_64x64.webp","Checks - VV Edition","1,221","11.61 ETH","+320.77","0.53 ETH"
"75","https://www.binance.com/vi/nft/collection/hasbullanft-668507523365040129?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1674149414482_lhu2c4eepkywol7rg28euqy9vmbrge9d_64x64.webp","HasbullaNFT","20","0.24 ETH","+3,893.34","0.01 ETH"
"76","https://www.binance.com/vi/nft/collection/azra-games--the-hopeful-679979349445599233?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1676884510955_uu0ecmurm7osqcakpqosv2hhbxc54xjc_64x64.webp","Azra Games - The Hopeful","1","13.02 ETH","+356.29","0.6 ETH"
"77","https://www.binance.com/vi/nft/collection/apes-together-strong-official-nft-722827944283975681?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1687100530532_vs1khic24jvk69htx4ux4rgl9mkhsw4s_64x64.webp","Apes Together Strong Official NFT","926","4.66 ETH","+2,524.13","0.24 ETH"
"78","https://www.binance.com/vi/nft/collection/timeless-characters-697011633871130625?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680945370445_r0lapuye4u0s8o44o2mfog2i6fwyoiqh_64x64.webp","Timeless Characters","2,921","5.62 ETH","+891.02","0.3 ETH"
"79","https://www.binance.com/vi/nft/collection/otherside-vessels-696169778363047937?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680744730441_4lg38ehc0z91k4qmw66teiz4xj5f9ozz_64x64.webp","Otherside Vessels","6,330","4.81 ETH","-21.03","0.19 ETH"
"80","https://www.binance.com/vi/nft/collection/ultiverse--electric-sheep-672112566952509441?isBack=1","https://public.nftstatic.com/static/nft/res/nft-cex/S3/1675066329688_4bmb9ttv3yaz9u5fbdknuq76v2zvrn5x.webp","Ultiverse - Electric Sheep","--","33.49 ETH","-22.72","1.51 ETH"
"81","https://www.binance.com/vi/nft/collection/knights-of-degen-704036623398526977?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1682621770442_1dxd4h0nthuxfqjunc9u37l5h9w6ifzd_64x64.webp","Knights of Degen","2,607","0.44 ETH","+0.00","0.02 ETH"
"82","https://www.binance.com/vi/nft/collection/rtfkt-animus-egg-%F0%9F%A5%9A-668560421432160257?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1674162026371_r6meix177whxwbk4syb3119bzswb3vy7_64x64.webp","RTFKT Animus Egg 🥚","6,484","5.85 ETH","+112.56","0.28 ETH"
"83","https://www.binance.com/vi/nft/collection/treeverse-plots-640790042729156609?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667541052115_gnp9ih8fn60e3g6u42qccdukigamspxi_64x64.webp","Treeverse Plots","3,322","15.07 ETH","-31.19","0.71 ETH"
"84","https://www.binance.com/vi/nft/collection/kiwami-genesis-640790061683642369?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667541057008_ceowp4xhxdna8wwzzu56iftnc3e9cc2o_64x64.webp","KIWAMI Genesis","3,373","0.46 ETH","+0.00","0.02 ETH"
"85","https://www.binance.com/vi/nft/collection/zorbs-by-zora-736783657767641089?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1690427770448_dfdjsk0n6ybh954ekas76xym3j0lx1lh_64x64.webp","ZORBS by ZORA","36,095","0.3 ETH","+46.89","0.02 ETH"
"86","https://www.binance.com/vi/nft/collection/mcgoblinwtf-640795374272696321?isBack=1","https://public.nftstatic.com/static/nft/res/nft-cex/S3/1667542323249_oozj0ccodxwronwx5as5p50d5yp2gbci.webp","mcgoblin.wtf","--","0.37 ETH","+0.00","< 0.01 ETH"
"87","https://www.binance.com/vi/nft/collection/khuga-by-khuga-labs-671217885017616385?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1674795615087_ye771dfegf6yhhutwn4dqgzj4snhl5lq_64x64.webp","Khuga by Khuga Labs","1","0.61 ETH","+12.22","0.03 ETH"
"88","https://www.binance.com/vi/nft/collection/earpitz-676733015437500417?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1676110524609_gsxbfhgpqujpkpju7y7vxwx92o6bnu5j_64x64.webp","Earpitz","1","0.19 ETH","+762.11","0.01 ETH"
"89","https://www.binance.com/vi/nft/collection/valhalla-663727015325208577?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1673009652524_fjwmm63uod0xwcjpqm22yo660hw7g9di_64x64.webp","Valhalla","2,501","2.25 ETH","-35.07","0.15 ETH"
"91","https://www.binance.com/vi/nft/collection/lil-pudgys-528399448512405505?isBack=1","https://public.nftstatic.com/static/nft/webp/448fce1fabc24a46b4a1cba661fec292_64x64.webp","Lil Pudgys","7,482","168.31 ETH","+26.06","0.94 ETH"
"92","https://www.binance.com/vi/nft/collection/skyborne--nexian-gems-734764074398892033?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1689946330913_hi8avbupzoisif73e7zjtr3t1x7r8rib_64x64.webp","Skyborne - Nexian Gems","699","113.54 ETH","-4.20","0.7 ETH"
"93","https://www.binance.com/vi/nft/collection/azuki-566536999900893185?isBack=1","https://public.nftstatic.com/static/nft/webp/303d4787c96242a1bb000136dd57f405_64x64.webp","Azuki","4,202","1.1K ETH","-2.04","6.5 ETH"
"94","https://www.binance.com/vi/nft/collection/kandyland-696739778014744576?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680880570454_45wtm4cu1xba1kpzkwzthcrzf2v3ali9_64x64.webp","Kandyland","2,142","6.48 ETH","+33,850.55","0.05 ETH"
"95","https://www.binance.com/vi/nft/collection/bitmates-706629948352376833?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1683238570394_9heue7g9w0ak84snwwplkkbz0hp5izqf_64x64.webp","Bitmates","1,995","4.61 ETH","+0.00","0.05 ETH"
"96","https://www.binance.com/vi/nft/collection/pudgy-penguins-507850950909366272?isBack=1","https://public.nftstatic.com/static/nft/webp/9e9d1ca1a76847418c3a10ac13c627db_64x64.webp","Pudgy Penguins","4,402","1K ETH","+166.13","9.96 ETH"
